Image,Title_URL,Label,meta,postbedrooms,postsqft,Price
"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC",https://vancouver.craigslist.org/bnc/apa/d/burnaby-rental-suite/7819519549.html,Rental suite,1/251brEast Burnaby,1br,,"$1,700"
"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC",https://vancouver.craigslist.org/rch/apa/d/richmond-west-richmond-hollybridge/7821400763.html,"Richmond Hollybridge 3-Bedroom, 3-Bathroom Apartment for Rent",1/253br1320ft2richmond,3br,1320ft2,"$4,850"
"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC",https://vancouver.craigslist.org/rds/apa/d/surrey-2br-bedroom-bedroom-two-bedroom/7815678502.html,2br - 2 bedroom 2-bedroom two bedroom basement suite,1/252brSurrey  BC cedar Hills,2br,,"$2,100"
"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC",https://vancouver.craigslist.org/rds/apa/d/surrey-bedroom-two-bedroom-basement/7816673836.html,2 bedroom two bedroom basement suite,1/252brSurrey  BC cedar Hills,2br,,"$2,000"
"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC",https://vancouver.craigslist.org/van/apa/d/vancouver-bed1bath-600ft-ubc-basement/7819507114.html,$2250/2bed*1bath-600ft UBC basement unit,1/252br600ft2Vancouver,2br,600ft2,"$2,250"
,https://vancouver.craigslist.org/rds/apa/d/surrey-one-bedroom-basement/7821400342.html,One bedroom basement,1/251brSurrey,1br,,"$1,600"
"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC",https://vancouver.craigslist.org/van/apa/d/vancouver-modern-bedroom-den-condo-with/7821397526.html,Modern 1 Bedroom + Den Condo with Large Patio & Ocean View (Vancouver),1/251br625ft2Vancouver,1br,625ft2,"$2,850"
"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC",https://vancouver.craigslist.org/bnc/apa/d/coquitlam-creekside-suite-cozy-1bdrm/7821397431.html,CREEKSIDE SUITE - Cozy 1bdrm Ground Level,1/251brPortMoody/Anmore,1br,,"$1,575"
"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC",https://vancouver.craigslist.org/van/apa/d/vancouver-bright-and-clean-one-bedroom/7821398967.html,Bright and clean one bedroom close to beach. Garden space available,1/251br600ft2Vancouver,1br,600ft2,"$2,290"
"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC",https://vancouver.craigslist.org/van/apa/d/vancouver-beautiful-pet-friendly-large/7820763034.html,Beautiful Pet Friendly Large Studio + Den In The West End,1/25515ft2West End - West Of Denman,,515ft2,"$2,195"
"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC",https://vancouver.craigslist.org/van/apa/d/vancouver-renovated-and-bright-pet/7820794556.html,Renovated And Bright Pet-Friendly Studio Close To Main Street,1/25375ft2Mount Pleasant,,375ft2,"$2,295"
"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC",https://vancouver.craigslist.org/rds/apa/d/surrey-surrey-fleetwood-apartment-bed/7821398444.html,Surrey Fleetwood Apartment 2 bed/2 bath for rent.,1/252br950ft2Surrey Fleetwood,2br,950ft2,"$2,400"
"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC",https://vancouver.craigslist.org/bnc/apa/d/burnaby-brand-new-bedrooms-luxury/7820292882.html,BRAND NEW 2 Bedrooms luxury concrete condo at GILMORE PLACE,1/252br695ft2Burnaby - Brentwood,2br,695ft2,"$2,800"
"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC",https://vancouver.craigslist.org/van/apa/d/delta-rarely-available-luxury-concrete/7820293429.html,Rarely available Luxury concrete condo with amazing views,1/252br840ft2Vancouver,2br,840ft2,"$3,500"
"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC",https://vancouver.craigslist.org/van/apa/d/richmond-luxury-condo-1060-sq-ft/7820021642.html,Luxury Condo 1060 sq ft - 2 Bedrooms + 2 Baths in Central Richmond (Ri,1/252br1060ft2Richmond,2br,1060ft2,"$3,100"
"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC",https://vancouver.craigslist.org/van/apa/d/west-vancouver-bedroom-bathroom-house/7815486810.html,3 Bedroom 2 Bathroom House w/Amazing Backyard@Sentinel West Vancouver,1/253br1555ft2WestVancouver,3br,1555ft2,"$5,000"
"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC",https://vancouver.craigslist.org/van/apa/d/vancouver-bedroom-bathroom-ac-and/7816200826.html,2 Bedroom 1 Bathroom w/AC and Private Entrance in Kitsilano,1/252br650ft2Vancouver,2br,650ft2,"$2,500"
"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC",https://vancouver.craigslist.org/bnc/apa/d/burnaby-high-rise-bedroom-bathroom/7817062612.html,High-Rise 1-Bedroom 1 Bathroom Steps to Gilmore SkyTrain Brentwood,1/251br565ft2Burnaby,1br,565ft2,"$2,450"
"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC",https://vancouver.craigslist.org/bnc/apa/d/burnaby-bedroom-bath-condo-for-rent-at/7815486507.html,"2-Bedroom, 2-Bath Condo for Rent at SFU - The Peak",1/252br850ft2Burnaby,2br,850ft2,"$2,700"
"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC",https://vancouver.craigslist.org/bnc/apa/d/burnaby-spacious-bedroom-bathroom/7817067676.html,"Spacious 2-Bedroom, 2-Bathroom Concrete Apartment for Rent at SFU",1/252br861ft2Burnaby,2br,861ft2,"$2,700"
"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC",https://vancouver.craigslist.org/van/apa/d/vancouver-studio-basement-suite-private/7817296900.html,Studio Basement Suite w/Private Entry in West Dunbar,1/251br550ft2Vancouver,1br,550ft2,"$1,400"
"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC",https://vancouver.craigslist.org/rds/apa/d/delta-bedroom-15-bathroom-upper-level/7818923808.html,3-Bedroom 1.5 Bathroom Upper-Level House for Rent in Delta,1/253br1300ft2Delta,3br,1300ft2,"$2,950"
"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC",https://vancouver.craigslist.org/pml/apa/d/pitt-meadows-bedroom-bath-home-for-rent/7816682246.html,"🏡 2-Bedroom, 1-Bath Home for Rent in Beautiful Pitt Meadows",1/252br1100ft2tricities/pitt/maple,2br,1100ft2,"$2,500"
"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC",https://vancouver.craigslist.org/rds/apa/d/delta-cozy-bedroom-pet-friendly-legal/7814212584.html,✨ Cozy 2-Bedroom 🐾 Pet-Friendly Legal Suite with Private Backyard in,1/252br1000ft2delta/surrey/langley,2br,1000ft2,"$2,500"
"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC",https://vancouver.craigslist.org/van/apa/d/vancouver-modern-townhome-in-the/7821397713.html,Modern townhome in the gorgeous neighborhood of Kitsilano point!,1/252br1054ft2KITS POINT,2br,1054ft2,"$4,300"
"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC",https://vancouver.craigslist.org/van/apa/d/richmond-landsdown-mall/7816836403.html,landsdown mall,1/252br879ft2Richmond,2br,879ft2,"$3,180"
"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC",https://vancouver.craigslist.org/van/apa/d/vancouver-one-bedroom-for-feb-1st/7817611454.html,ONE BEDROOM FOR FEB 1ST.,1/251br599ft2West End Downtown,1br,599ft2,"$1,950"
"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC",https://vancouver.craigslist.org/bnc/apa/d/burnaby-1550-sqft-bed-15-bath-townhouse/7821397499.html,1550 sqft 3 bed 1.5 bath townhouse in Burnaby for rent!,1/253br1550ft2Burnaby - Montecito,3br,1550ft2,"$3,500"
"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC",https://vancouver.craigslist.org/bnc/apa/d/burnaby-bdrden-at-metrotown-march/7821397138.html,2 BDR+DEN AT METROTOWN - MARCH 1,1/253br900ft2Burnaby,3br,900ft2,"$2,624"
"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC",https://vancouver.craigslist.org/pml/apa/d/coquitlam-dishwasher-on-site-management/7821396946.html,"Dishwasher, On-Site Management, 100% Smoke-Free",1/251br610ft2Coquitlam,1br,610ft2,"$2,145"
,https://vancouver.craigslist.org/bnc/apa/d/burnaby-on-site-management-availability/7815844746.html,"On-Site Management, Availability 24 Hours, Pool","1/251br642ft25050 Sanders St, Burnaby, BC",1br,642ft2,"$2,295"
"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC",https://vancouver.craigslist.org/pml/apa/d/coquitlam-north-clean-bedroomden-new/7821396537.html,Clean 1 bedroom+Den- New building,1/251br610ft2Burquitlam,1br,610ft2,"$2,580"
"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC",https://vancouver.craigslist.org/bnc/apa/d/new-westminster-northeast-bedroom-bath/7820441891.html,2 Bedroom 1 Bath,1/252br750ft2Upper 12Th Street New West,2br,750ft2,"$1,990"
"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC",https://vancouver.craigslist.org/van/apa/d/burnaby-bedroom-near-cambie-41st/7821396101.html,2 Bedroom Near Cambie & 41st  Skytrain Station,1/252br850ft2Vancouver West,2br,850ft2,"$2,850"
"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC",https://vancouver.craigslist.org/nvn/apa/d/west-vancouver-south-south-facing/7819148669.html,South facing garden level one bedroom suite,1/251br800ft2West Vancouver,1br,800ft2,"$2,490"
https://images.craigslist.org/d/7821395890/00s0s_8xJDQIKWngK_0t20CI_300x300.jpg,https://vancouver.craigslist.org/bnc/apa/d/burnaby-spacious-updated-bedroom-suite/7821395890.html,Spacious updated 1 bedroom suite for rent,1/251brBurnaby Heights,1br,,"$1,975"
https://images.craigslist.org/d/7820841625/00t0t_gtmifIzUolL_0cU08o_300x300.jpg,https://vancouver.craigslist.org/bnc/apa/d/new-westminster-amazing-bed-townhouse/7820841625.html,"Amazing 1 Bed Townhouse, Own Entry, High Ceilings. Large storage/den",1/251br625ft2New Westminster,1br,625ft2,"$2,545"
https://images.craigslist.org/d/7821395645/01515_7xJpSvWUtgz_0hq0cT_300x300.jpg,https://vancouver.craigslist.org/rds/apa/d/surrey-bachelor-suite-on-upper-floor/7821395645.html,Bachelor suite on upper floor,1/25315ft2Surrey,,315ft2,"$1,595"
https://images.craigslist.org/d/7819702586/00000_fm5MZMKujfQ_0jm0cU_300x300.jpg,https://vancouver.craigslist.org/van/apa/d/vancouver-bedroom-stainless-steel/7819702586.html,"1 Bedroom, Stainless-steel appliances, Guest suites","1/251br681ft2930 Seymour St, Vancouver, BC",1br,681ft2,"$2,970"
https://images.craigslist.org/d/7814870047/00M0M_fIVD4ja4pND_0kE0bC_300x300.jpg,https://vancouver.craigslist.org/van/apa/d/vancouver-impeccable-furnished-bdrm/7814870047.html,IMPECCABLE FURNISHED 1 BDRM COAL HARBOUR,1/251br453ft2Vancouver Coal Harbour,1br,453ft2,"$2,680"
https://images.craigslist.org/d/7813952869/00i0i_lgoa9Kd3cLN_0CI0t2_300x300.jpg,https://vancouver.craigslist.org/van/apa/d/vancouver-furnished-bed-bath-office/7813952869.html,Furnished 2 Bed 2 Bath w/ Office - Short Term,1/252br782ft2Vancouver,2br,782ft2,"$4,700"
https://images.craigslist.org/d/7816214302/00n0n_60pTQ7WEsaM_0ww0oo_300x300.jpg,https://vancouver.craigslist.org/van/apa/d/vancouver-garden-suite-min-walk-to/7816214302.html,GARDEN SUITE-1 min WALK to JOYCE STATION AVAILABLE NOW - SEMIFURNISHED,1/251brVancouver,1br,,"$1,550"
https://images.craigslist.org/d/7818922388/00F0F_2rUUGVzHlQB_0aE081_300x300.jpg,https://vancouver.craigslist.org/van/apa/d/vancouver-newly-renovated-4th-floor/7818922388.html,Newly Renovated 4th floor 1 Bedroom in the West End,1/251br500ft2Vancouver,1br,500ft2,"$2,295"
https://images.craigslist.org/d/7818930871/00H0H_cqnRosTSrX7_0x20oM_300x300.jpg,https://vancouver.craigslist.org/van/apa/d/vancouver-7th-floor-one-bedroom-suite/7818930871.html,7th Floor One Bedroom Suite in the West End,1/251br500ft2Vancouver,1br,500ft2,"$2,295"
"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC",https://vancouver.craigslist.org/rds/apa/d/surrey-private-room-for-rent/7821394207.html,Private room for rent,1/251brSurrey,1br,,"$1,000"
"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC",https://vancouver.craigslist.org/rds/apa/d/surrey-northeast-bedroom-bath-house-for/7815677860.html,"3 Bedroom, 2-1/2 Bath House for Rent","1/252000ft2Fleetwood, Surrey BC",,2000ft2,"$2,800"
"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC",https://vancouver.craigslist.org/van/apa/d/vancouver-1br-west-end-downtown-private/7821393388.html,/ 1br - West End Downtown Private room for rent (Downtown Vanco,1/251brWest End Downtown Vancouver,1br,,"$1,150"
"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC",https://vancouver.craigslist.org/rds/apa/d/surrey-modern-bedroom-furnished/7818329538.html,Modern 2-Bedroom furnished Basement Suite in Clayton,1/252br1100ft2Surrey,2br,1100ft2,"$1,750"
"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC",https://vancouver.craigslist.org/rds/apa/d/surrey-inner-northwest-surrey-central/7816093485.html,Surrey Central 1-Bedroom Ground Floor Suite for Rent,1/251br350ft2Surrey,1br,350ft2,"$1,400"
"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC",https://vancouver.craigslist.org/rds/apa/d/surrey-bed-and-bath-apartment-in-king/7814364191.html,1 bed and 1 bath apartment in King George Hub near Sky train,1/251br496ft2Surrey,1br,496ft2,"$1,850"
"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC",https://vancouver.craigslist.org/rds/apa/d/surrey-inner-northwest-university/7815410015.html,UNIVERSITY DISTRICT - Studio with AC near Surrey Central,1/25Surrey,,,"$1,800"
"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC",https://vancouver.craigslist.org/van/apa/d/vancouver-brand-new-one-bedroom-and/7820502828.html,BRAND NEW one bedroom and flex space w/ gas incl just off Commercial!,1/251br700ft2Grandview Woodland,1br,700ft2,"$2,800"
"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC",https://vancouver.craigslist.org/van/apa/d/vancouver-6br-45ba-full-furnished-house/7818339764.html,"6br/4.5ba full furnished house near UBC, stores",1/256br3000ft2Vancouver West Dunbar,6br,3000ft2,$800
"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC",https://vancouver.craigslist.org/van/apa/d/vancouver-very-nice-two-bedroom-suite/7821392772.html,Very nice two bedroom suite in Mount Pleasant,1/252br800ft2837 E. Broadway,2br,800ft2,"$2,595"
"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC",https://vancouver.craigslist.org/van/apa/d/vancouver-spacious-br-2-duplex-march-1st/7820750383.html,Spacious  2 br.  1/2 Duplex.  March 1st,1/252br800ft2Windsor St. @ E. 33,2br,800ft2,"$2,900"
"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC",https://vancouver.craigslist.org/van/apa/d/vancouver-bedroom-top-floor/7821390514.html,4 Bedroom Top Floor,1/254br1000ft2Commercial Dr.,4br,1000ft2,"$3,595"
"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC",https://vancouver.craigslist.org/van/apa/d/vancouver-bedrooms-bathroom-main-floor/7818604717.html,3 BEDROOMS 1 BATHROOM MAIN FLOOR FOR RENT,1/253br1050ft2KILLARNEY AREA - VANCOUVER,3br,1050ft2,"$2,600"
"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC",https://vancouver.craigslist.org/rds/apa/d/surrey-inner-northwest-bed-bath-condo/7816954395.html,2-Bed 1-Bath Condo on the 40th Floor near King George station,1/252br671ft2Surrey,2br,671ft2,"$2,400"
"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC",https://vancouver.craigslist.org/bnc/apa/d/burnaby-large-ground-floor-new-bedrooms/7816205288.html,Large Ground Floor New 3 bedrooms suite for Rent-North BBY (Suit for S,"1/253br1200ft2Burnaby, Kensington",3br,1200ft2,"$2,400"
"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC",https://vancouver.craigslist.org/van/apa/d/vancouver-killarney-brand-new-bedroom/7816205161.html,Killarney Brand New 1 Bedroom Ground Level Suite for Rent (Vancouver),1/251br450ft2Killarney,1br,450ft2,"$1,600"
"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC",https://vancouver.craigslist.org/van/apa/d/vancouver-bed-bath-bsmt-suite-feb-1st/7820808234.html,1 Bed 1 Bath Bsmt Suite - Feb 1st,1/251brVancouver,1br,,"$1,500"
"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC",https://vancouver.craigslist.org/bnc/apa/d/new-westminster-charming-cozy-one/7814848749.html,Charming & Cozy One Bedroom W/Fun Amenities,1/251br500ft2New Westminster,1br,500ft2,"$2,355"
"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC",https://vancouver.craigslist.org/pml/apa/d/port-coquitlam-south-newly-renovated/7815427418.html,Newly renovated Semi-basement 3bedroom 3 bath,1/253brPort Coquitlam,3br,,"$2,900"
"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC",https://vancouver.craigslist.org/van/apa/d/port-coquitlam-south-newly-renovated/7818972131.html,Newly renovated Semi-basement 3bedroom 3 bath,1/253brPort Coquitlam,3br,,"$2,900"
"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC",https://vancouver.craigslist.org/van/apa/d/vancouver-underground-parking-in-suite/7819215083.html,"Underground Parking, In-suite laundry, On-site Management",1/251br582ft2city of vancouver,1br,582ft2,"$2,695"
https://images.craigslist.org/d/7820025145/00A0A_cqCN3gw4ton_0rw0kE_600x450.jpg,https://vancouver.craigslist.org/van/apa/d/vancouver-spacious-bed-den-apartment/7820025145.html,Spacious 1 bed + den apartment,"1/251br877ft2Dunbar, Vancouver",1br,877ft2,"$3,200"
https://images.craigslist.org/d/7817334610/00O0O_2X4L7ZrUyii_07K0ak_600x450.jpg,https://vancouver.craigslist.org/van/apa/d/vancouver-bedroom-garden-level-suite-in/7817334610.html,2 BEDROOM GARDEN LEVEL SUITE IN CHARACTER  HOUSE,1/252br900ft2COMMERCIAL DRIVE AREA,2br,900ft2,"$2,500"
https://images.craigslist.org/d/7820808537/00s0s_2tF0wHDiRrE_0CI0t2_600x450.jpg,https://vancouver.craigslist.org/bnc/apa/d/new-westminster-bedroom-bathroom-with/7820808537.html,1 Bedroom 1 Bathroom with Den,1/251br629ft2Downtown New Westminster,1br,629ft2,"$2,300"
https://images.craigslist.org/d/7821390270/00p0p_6L0HbfTK7J4_0ak07I_600x450.jpg,https://vancouver.craigslist.org/van/apa/d/vancouver-bedroom-ground-floor/7821390270.html,1 Bedroom Ground Floor,1/251br500ft2Main St and King Ed.,1br,500ft2,"$1,895"
,https://vancouver.craigslist.org/rds/apa/d/white-rock-bd-ba-luxury-vinyl-plank/7815572180.html,"1/bd 1/ba, Luxury Vinyl Plank Flooring, Pet Friendly","1/251br615ft21371 Blackwood Street, White Rock, BC",1br,615ft2,"$2,435"
